ClientDBName,SnapshotDate,ModuleName,SubModuleName,InScopeCount,SubmittedCount,SubmissionRate,SubmissionsDelta
AssentDataDoosanBobcat,2025-07-06,TSCA Restrictions,12/2024,25476,4599,18.1%,-19
AssentDataDoosanBobcat,2025-07-20,TSCA Restrictions,12/2024,8,8,100%,-4591
AssentDataDoosanBobcat,2025-07-27,TSCA Restrictions,12/2024,35,35,100%,27
AssentDataDoosanBobcat,2025-08-03,TSCA Restrictions,12/2024,61,56,91.8%,21
AssentDataDoosanBobcat,2025-08-10,TSCA Restrictions,12/2024,69,63,91.3%,7
AssentDataDoosanBobcat,2025-08-17,TSCA Restrictions,12/2024,89,85,95.5%,22
AssentDataDoosanBobcat,2025-08-24,TSCA Restrictions,12/2024,104,100,96.2%,15
AssentDataDoosanBobcat,2025-08-31,TSCA Restrictions,12/2024,128,123,96.1%,23
AssentDataDoosanBobcat,2025-09-07,TSCA Restrictions,12/2024,1042,961,92.2%,838
AssentDataDoosanBobcat,2025-09-14,TSCA Restrictions,12/2024,1160,1082,93.3%,121
AssentDataDoosanBobcat,2025-09-21,TSCA Restrictions,12/2024,1185,1107,93.4%,25
AssentDataDoosanBobcat,2025-09-28,TSCA Restrictions,12/2024,1686,1598,94.8%,491
AssentDataDoosanBobcat,2025-10-05,TSCA Restrictions,12/2024,1815,1737,95.7%,139
AssentDataDoosanBobcat,2025-10-12,TSCA Restrictions,12/2024,1826,1740,95.3%,3
AssentDataDoosanBobcat,2025-10-19,TSCA Restrictions,12/2024,1836,1760,95.9%,20
AssentDataDoosanBobcat,2025-10-26,TSCA Restrictions,12/2024,1890,1814,96%,54
AssentDataDoosanBobcat,2025-11-02,TSCA Restrictions,12/2024,2039,1955,95.9%,141
AssentDataDoosanBobcat,2025-11-09,TSCA Restrictions,12/2024,2851,2777,97.4%,822
AssentDataDoosanBobcat,2025-11-16,TSCA Restrictions,12/2024,2799,2699,96.4%,-78
AssentDataDoosanBobcat,2025-11-23,TSCA Restrictions,12/2024,2843,2757,97%,58
AssentDataDoosanBobcat,2025-11-30,TSCA Restrictions,12/2024,3046,2937,96.4%,180
AssentDataDoosanBobcat,2025-12-07,TSCA Restrictions,12/2024,3104,3016,97.2%,79
AssentDataDoosanBobcat,2025-12-14,TSCA Restrictions,12/2024,3063,2978,97.2%,-38
AssentDataDoosanBobcat,2025-12-21,TSCA Restrictions,12/2024,3176,3084,97.1%,106
AssentDataDoosanBobcat,2025-12-28,TSCA Restrictions,12/2024,3242,3153,97.3%,69
AssentDataDoosanBobcat,2026-01-04,TSCA Restrictions,12/2024,3223,3137,97.3%,-16
AssentDataDoosanBobcatKorea,2025-02-09,EU REACH SVHC,(01/2025),15026,0,0%,NULL
AssentDataDoosanBobcatKorea,2025-02-16,EU REACH SVHC,(01/2025),15026,0,0%,0
AssentDataDoosanBobcatKorea,2025-02-23,EU REACH SVHC,(01/2025),15026,693,4.6%,693
AssentDataDoosanBobcatKorea,2025-03-02,EU REACH SVHC,(01/2025),15026,1768,11.8%,1075
AssentDataDoosanBobcatKorea,2025-03-09,EU REACH SVHC,(01/2025),15026,2340,15.6%,572
AssentDataDoosanBobcatKorea,2025-03-16,EU REACH SVHC,(01/2025),15026,2371,15.8%,31
AssentDataDoosanBobcatKorea,2025-03-23,EU REACH SVHC,(01/2025),15026,3957,26.3%,1586
AssentDataDoosanBobcatKorea,2025-03-30,EU REACH SVHC,(01/2025),15026,3980,26.5%,23
AssentDataDoosanBobcatKorea,2025-04-06,EU REACH SVHC,(01/2025),15026,4147,27.6%,167
AssentDataDoosanBobcatKorea,2025-04-13,EU REACH SVHC,(01/2025),15026,4316,28.7%,169
AssentDataDoosanBobcatKorea,2025-04-20,EU REACH SVHC,(01/2025),15026,4630,30.8%,314
AssentDataDoosanBobcatKorea,2025-04-27,EU REACH SVHC,(01/2025),15026,4631,30.8%,1
AssentDataDoosanBobcatKorea,2025-05-04,EU REACH SVHC,(01/2025),15026,4631,30.8%,0
AssentDataDoosanBobcatKorea,2025-05-11,EU REACH SVHC,(01/2025),15026,5232,34.8%,601
AssentDataDoosanBobcatKorea,2025-05-18,EU REACH SVHC,(01/2025),15026,5232,34.8%,0
AssentDataDoosanBobcatKorea,2025-05-25,EU REACH SVHC,(01/2025),15026,5968,39.7%,736
AssentDataDoosanBobcatKorea,2025-06-01,EU REACH SVHC,(01/2025),15026,6098,40.6%,130
AssentDataDoosanBobcatKorea,2025-06-08,EU REACH SVHC,(01/2025),15026,6564,43.7%,466
AssentDataDoosanBobcatKorea,2025-06-15,EU REACH SVHC,(01/2025),15026,6796,45.2%,232
AssentDataDoosanBobcatKorea,2025-06-22,EU REACH SVHC,(01/2025),16013,6830,42.7%,34
AssentDataDoosanBobcatKorea,2025-06-29,EU REACH SVHC,(01/2025),16013,6981,43.6%,151
AssentDataDoosanBobcatKorea,2025-07-06,EU REACH SVHC,(01/2025),16013,6981,43.6%,0
AssentDataDoosanBobcatKorea,2025-07-20,EU REACH SVHC,(01/2025),26,26,100%,-6955
AssentDataDoosanBobcatKorea,2025-07-27,EU REACH SVHC,(01/2025),125,125,100%,99
AssentDataDoosanBobcatKorea,2025-08-03,EU REACH SVHC,(01/2025),133,133,100%,8
AssentDataDoosanBobcatKorea,2025-08-10,EU REACH SVHC,(01/2025),133,133,100%,0
AssentDataDoosanBobcatKorea,2025-08-17,EU REACH SVHC,(01/2025),360,360,100%,227
AssentDataDoosanBobcatKorea,2025-08-24,EU REACH SVHC,(01/2025),360,360,100%,0
AssentDataDoosanBobcatKorea,2025-08-31,EU REACH SVHC,(01/2025),360,360,100%,0
AssentDataDoosanBobcatKorea,2025-11-23,EU REACH SVHC,(01/2025),0,0,%,-360
AssentDataDoosanBobcatKorea,2025-11-30,EU REACH SVHC,(01/2025),2,2,100%,2
AssentDataDoosanBobcatKorea,2025-12-07,EU REACH SVHC,(01/2025),14,14,100%,12
AssentDataDoosanBobcatKorea,2025-12-14,EU REACH SVHC,(01/2025),13,13,100%,-1
AssentDataDoosanBobcatKorea,2025-12-21,EU REACH SVHC,(01/2025),8,8,100%,-5
AssentDataDoosanBobcatKorea,2025-12-28,EU REACH SVHC,(01/2025),10,10,100%,2
AssentDataDoosanBobcatKorea,2026-01-04,EU REACH SVHC,(01/2025),13,13,100%,3
AssentDataDoosanBobcatKorea,2025-07-13,EU REACH SVHC,(06/2025),16013,0,0%,NULL
AssentDataDoosanBobcatKorea,2025-07-20,EU REACH SVHC,(06/2025),15987,0,0%,0
AssentDataDoosanBobcatKorea,2025-07-27,EU REACH SVHC,(06/2025),16833,1,0%,1
AssentDataDoosanBobcatKorea,2025-08-03,EU REACH SVHC,(06/2025),16825,1,0%,0
AssentDataDoosanBobcatKorea,2025-08-10,EU REACH SVHC,(06/2025),16825,1,0%,0
AssentDataDoosanBobcatKorea,2025-08-17,EU REACH SVHC,(06/2025),16598,1,0%,0
AssentDataDoosanBobcatKorea,2025-08-24,EU REACH SVHC,(06/2025),16993,1,0%,0
AssentDataDoosanBobcatKorea,2025-08-31,EU REACH SVHC,(06/2025),16993,2,0%,1
AssentDataDoosanBobcatKorea,2025-09-07,EU REACH SVHC,(06/2025),0,0,%,-2
AssentDataDoosanBobcatKorea,2025-09-14,EU REACH SVHC,(06/2025),3,3,100%,3
AssentDataDoosanBobcatKorea,2025-09-21,EU REACH SVHC,(06/2025),3,3,100%,0
AssentDataDoosanBobcatKorea,2025-09-28,EU REACH SVHC,(06/2025),6,6,100%,3
AssentDataDoosanBobcatKorea,2025-10-05,EU REACH SVHC,(06/2025),17,17,100%,11
AssentDataDoosanBobcatKorea,2025-10-12,EU REACH SVHC,(06/2025),21,21,100%,4
AssentDataDoosanBobcatKorea,2025-10-19,EU REACH SVHC,(06/2025),130,130,100%,109
AssentDataDoosanBobcatKorea,2025-10-26,EU REACH SVHC,(06/2025),275,275,100%,145
AssentDataDoosanBobcatKorea,2025-11-02,EU REACH SVHC,(06/2025),297,297,100%,22
AssentDataDoosanBobcatKorea,2025-11-09,EU REACH SVHC,(06/2025),677,677,100%,380
AssentDataDoosanBobcatKorea,2025-11-16,EU REACH SVHC,(06/2025),648,647,99.8%,-30
AssentDataDoosanBobcatKorea,2025-11-23,EU REACH SVHC,(06/2025),1208,1208,100%,561
AssentDataDoosanBobcatKorea,2025-11-30,EU REACH SVHC,(06/2025),2069,2069,100%,861
AssentDataDoosanBobcatKorea,2025-12-07,EU REACH SVHC,(06/2025),2990,2990,100%,921
AssentDataDoosanBobcatKorea,2025-12-14,EU REACH SVHC,(06/2025),3034,3034,100%,44
AssentDataDoosanBobcatKorea,2025-12-21,EU REACH SVHC,(06/2025),3328,3328,100%,294
AssentDataDoosanBobcatKorea,2025-12-28,EU REACH SVHC,(06/2025),3604,3604,100%,276
AssentDataDoosanBobcatKorea,2026-01-04,EU REACH SVHC,(06/2025),3743,3743,100%,139
AssentDataDoosanBobcatKorea,2025-09-07,TSCA Restrictions,12/2024,17353,0,0%,NULL
AssentDataDoosanBobcatKorea,2025-09-14,TSCA Restrictions,12/2024,17350,1,0%,1
AssentDataDoosanBobcatKorea,2025-09-21,TSCA Restrictions,12/2024,17350,1,0%,0
AssentDataDoosanBobcatKorea,2025-09-28,TSCA Restrictions,12/2024,17347,7,0%,6
AssentDataDoosanBobcatKorea,2025-10-05,TSCA Restrictions,12/2024,17336,154,0.9%,147
AssentDataDoosanBobcatKorea,2025-10-12,TSCA Restrictions,12/2024,17332,150,0.9%,-4
AssentDataDoosanBobcatKorea,2025-10-19,TSCA Restrictions,12/2024,17223,343,2%,193
AssentDataDoosanBobcatKorea,2025-10-26,TSCA Restrictions,12/2024,17078,536,3.1%,193
AssentDataDoosanBobcatKorea,2025-11-02,TSCA Restrictions,12/2024,17056,514,3%,-22
AssentDataDoosanBobcatKorea,2025-11-09,TSCA Restrictions,12/2024,16676,863,5.2%,349
AssentDataDoosanBobcatKorea,2025-11-16,TSCA Restrictions,12/2024,16705,892,5.3%,29
AssentDataDoosanBobcatKorea,2025-11-23,TSCA Restrictions,12/2024,16144,1450,9%,558
AssentDataDoosanBobcatKorea,2025-11-30,TSCA Restrictions,12/2024,15281,2167,14.2%,717
AssentDataDoosanBobcatKorea,2025-12-07,TSCA Restrictions,12/2024,14349,2837,19.8%,670
AssentDataDoosanBobcatKorea,2025-12-14,TSCA Restrictions,12/2024,14306,3127,21.9%,290
AssentDataDoosanBobcatKorea,2025-12-21,TSCA Restrictions,12/2024,14017,3638,26%,511
AssentDataDoosanBobcatKorea,2025-12-28,TSCA Restrictions,12/2024,13739,3502,25.5%,-136
AssentDataDoosanBobcatKorea,2026-01-04,TSCA Restrictions,12/2024,13597,3419,25.1%,-83
AssentDataEncoder,2025-02-09,EU REACH SVHC,(01/2025),3763,15,0.4%,NULL
AssentDataEncoder,2025-02-16,EU REACH SVHC,(01/2025),3763,18,0.5%,3
AssentDataEncoder,2025-02-23,EU REACH SVHC,(01/2025),3763,18,0.5%,0
AssentDataEncoder,2025-03-02,EU REACH SVHC,(01/2025),3771,20,0.5%,2
AssentDataEncoder,2025-03-09,EU REACH SVHC,(01/2025),3771,132,3.5%,112
AssentDataEncoder,2025-03-16,EU REACH SVHC,(01/2025),3777,136,3.6%,4
AssentDataEncoder,2025-03-23,EU REACH SVHC,(01/2025),3777,143,3.8%,7
AssentDataEncoder,2025-03-30,EU REACH SVHC,(01/2025),3777,144,3.8%,1
AssentDataEncoder,2025-04-06,EU REACH SVHC,(01/2025),3777,145,3.8%,1
AssentDataEncoder,2025-04-13,EU REACH SVHC,(01/2025),3777,155,4.1%,10
AssentDataEncoder,2025-04-20,EU REACH SVHC,(01/2025),3779,165,4.4%,10
AssentDataEncoder,2025-04-27,EU REACH SVHC,(01/2025),3779,200,5.3%,35
AssentDataEncoder,2025-05-04,EU REACH SVHC,(01/2025),3779,200,5.3%,0
AssentDataEncoder,2025-05-11,EU REACH SVHC,(01/2025),3697,201,5.4%,1
AssentDataEncoder,2025-05-18,EU REACH SVHC,(01/2025),3697,213,5.8%,12
AssentDataEncoder,2025-05-25,EU REACH SVHC,(01/2025),3697,318,8.6%,105
AssentDataEncoder,2025-06-01,EU REACH SVHC,(01/2025),3697,490,13.3%,172
AssentDataEncoder,2025-06-08,EU REACH SVHC,(01/2025),3697,491,13.3%,1
AssentDataEncoder,2025-06-15,EU REACH SVHC,(01/2025),3700,494,13.4%,3
AssentDataEncoder,2025-06-22,EU REACH SVHC,(01/2025),3700,500,13.5%,6
AssentDataEncoder,2025-06-29,EU REACH SVHC,(01/2025),3700,528,14.3%,28
AssentDataEncoder,2025-07-06,EU REACH SVHC,(01/2025),3700,532,14.4%,4
AssentDataEncoder,2025-07-20,EU REACH SVHC,(01/2025),39,39,100%,-493
AssentDataEncoder,2025-07-27,EU REACH SVHC,(01/2025),168,168,100%,129
AssentDataEncoder,2025-08-03,EU REACH SVHC,(01/2025),61,61,100%,-107
AssentDataEncoder,2025-08-10,EU REACH SVHC,(01/2025),110,110,100%,49
AssentDataEncoder,2025-08-17,EU REACH SVHC,(01/2025),112,112,100%,2
AssentDataEncoder,2025-08-24,EU REACH SVHC,(01/2025),107,107,100%,-5
AssentDataEncoder,2025-08-31,EU REACH SVHC,(01/2025),100,100,100%,-7
AssentDataEncoder,2025-09-07,EU REACH SVHC,(01/2025),100,100,100%,0
AssentDataEncoder,2025-09-14,EU REACH SVHC,(01/2025),95,95,100%,-5
AssentDataEncoder,2025-09-21,EU REACH SVHC,(01/2025),124,124,100%,29
AssentDataEncoder,2025-09-28,EU REACH SVHC,(01/2025),122,122,100%,-2
AssentDataEncoder,2025-10-05,EU REACH SVHC,(01/2025),114,114,100%,-8
AssentDataEncoder,2025-10-12,EU REACH SVHC,(01/2025),112,112,100%,-2
AssentDataEncoder,2025-10-19,EU REACH SVHC,(01/2025),108,108,100%,-4
AssentDataEncoder,2025-10-26,EU REACH SVHC,(01/2025),113,113,100%,5
AssentDataEncoder,2025-11-02,EU REACH SVHC,(01/2025),117,117,100%,4
AssentDataEncoder,2025-11-09,EU REACH SVHC,(01/2025),107,107,100%,-10
AssentDataEncoder,2025-11-16,EU REACH SVHC,(01/2025),100,100,100%,-7
AssentDataEncoder,2025-11-23,EU REACH SVHC,(01/2025),96,96,100%,-4
AssentDataEncoder,2025-11-30,EU REACH SVHC,(01/2025),82,82,100%,-14
AssentDataEncoder,2025-12-07,EU REACH SVHC,(01/2025),84,84,100%,2
AssentDataEncoder,2025-12-14,EU REACH SVHC,(01/2025),64,64,100%,-20
AssentDataEncoder,2025-12-21,EU REACH SVHC,(01/2025),75,75,100%,11
AssentDataEncoder,2025-12-28,EU REACH SVHC,(01/2025),59,59,100%,-16
AssentDataEncoder,2026-01-04,EU REACH SVHC,(01/2025),56,56,100%,-3
AssentDataEncoder,2025-07-13,EU REACH SVHC,(06/2025),3700,6,0.2%,NULL
AssentDataEncoder,2025-07-20,EU REACH SVHC,(06/2025),3661,8,0.2%,2
AssentDataEncoder,2025-07-27,EU REACH SVHC,(06/2025),3532,13,0.4%,5
AssentDataEncoder,2025-08-03,EU REACH SVHC,(06/2025),7,7,100%,-6
AssentDataEncoder,2025-08-10,EU REACH SVHC,(06/2025),10,10,100%,3
AssentDataEncoder,2025-08-17,EU REACH SVHC,(06/2025),10,10,100%,0
AssentDataEncoder,2025-08-24,EU REACH SVHC,(06/2025),29,29,100%,19
AssentDataEncoder,2025-08-31,EU REACH SVHC,(06/2025),41,41,100%,12
AssentDataEncoder,2025-09-07,EU REACH SVHC,(06/2025),43,43,100%,2
AssentDataEncoder,2025-09-14,EU REACH SVHC,(06/2025),56,56,100%,13
AssentDataEncoder,2025-09-21,EU REACH SVHC,(06/2025),58,58,100%,2
AssentDataEncoder,2025-09-28,EU REACH SVHC,(06/2025),64,64,100%,6
AssentDataEncoder,2025-10-05,EU REACH SVHC,(06/2025),96,96,100%,32
AssentDataEncoder,2025-10-12,EU REACH SVHC,(06/2025),164,164,100%,68
AssentDataEncoder,2025-10-19,EU REACH SVHC,(06/2025),172,172,100%,8
AssentDataEncoder,2025-10-26,EU REACH SVHC,(06/2025),183,183,100%,11
AssentDataEncoder,2025-11-02,EU REACH SVHC,(06/2025),173,172,99.4%,-11
AssentDataEncoder,2025-11-09,EU REACH SVHC,(06/2025),311,310,99.7%,138
AssentDataEncoder,2025-11-16,EU REACH SVHC,(06/2025),320,319,99.7%,9
AssentDataEncoder,2025-11-23,EU REACH SVHC,(06/2025),370,369,99.7%,50
AssentDataEncoder,2025-11-30,EU REACH SVHC,(06/2025),492,491,99.8%,122
AssentDataEncoder,2025-12-07,EU REACH SVHC,(06/2025),502,501,99.8%,10
AssentDataEncoder,2025-12-14,EU REACH SVHC,(06/2025),815,814,99.9%,313
AssentDataEncoder,2025-12-21,EU REACH SVHC,(06/2025),881,880,99.9%,66
AssentDataEncoder,2025-12-28,EU REACH SVHC,(06/2025),930,929,99.9%,49
AssentDataEncoder,2026-01-04,EU REACH SVHC,(06/2025),973,961,98.8%,32
AssentDataEncoder,2025-08-03,TSCA Restrictions,12/2024,3632,5,0.1%,NULL
AssentDataEncoder,2025-08-10,TSCA Restrictions,12/2024,3580,17,0.5%,12
AssentDataEncoder,2025-08-17,TSCA Restrictions,12/2024,3578,40,1.1%,23
AssentDataEncoder,2025-08-24,TSCA Restrictions,12/2024,3564,55,1.5%,15
AssentDataEncoder,2025-08-31,TSCA Restrictions,12/2024,3559,76,2.1%,21
AssentDataEncoder,2025-09-07,TSCA Restrictions,12/2024,3557,88,2.5%,12
AssentDataEncoder,2025-09-14,TSCA Restrictions,12/2024,3549,88,2.5%,0
AssentDataEncoder,2025-09-21,TSCA Restrictions,12/2024,3518,91,2.6%,3
AssentDataEncoder,2025-09-28,TSCA Restrictions,12/2024,3514,91,2.6%,0
AssentDataEncoder,2025-10-05,TSCA Restrictions,12/2024,3490,131,3.8%,40
AssentDataEncoder,2025-10-12,TSCA Restrictions,12/2024,3424,171,5%,40
AssentDataEncoder,2025-10-19,TSCA Restrictions,12/2024,3420,177,5.2%,6
AssentDataEncoder,2025-10-26,TSCA Restrictions,12/2024,3404,163,4.8%,-14
AssentDataEncoder,2025-11-02,TSCA Restrictions,12/2024,3410,179,5.2%,16
AssentDataEncoder,2025-11-09,TSCA Restrictions,12/2024,3282,166,5.1%,-13
AssentDataEncoder,2025-11-16,TSCA Restrictions,12/2024,3280,184,5.6%,18
AssentDataEncoder,2025-11-23,TSCA Restrictions,12/2024,3234,193,6%,9
AssentDataEncoder,2025-11-30,TSCA Restrictions,12/2024,3126,177,5.7%,-16
AssentDataEncoder,2025-12-07,TSCA Restrictions,12/2024,3114,184,5.9%,7
AssentDataEncoder,2025-12-14,TSCA Restrictions,12/2024,2821,210,7.4%,26
AssentDataEncoder,2025-12-21,TSCA Restrictions,12/2024,2744,192,7%,-18
AssentDataEncoder,2025-12-28,TSCA Restrictions,12/2024,2711,240,8.9%,48
AssentDataEncoder,2026-01-04,TSCA Restrictions,12/2024,2671,239,8.9%,-1
AssentDataEnerSys,2025-02-09,EU REACH SVHC,(01/2025),25,0,0%,NULL
AssentDataEnerSys,2025-02-16,EU REACH SVHC,(01/2025),25,0,0%,0
AssentDataEnerSys,2025-02-23,EU REACH SVHC,(01/2025),53348,0,0%,0
AssentDataEnerSys,2025-03-02,EU REACH SVHC,(01/2025),53348,28,0.1%,28
AssentDataEnerSys,2025-03-09,EU REACH SVHC,(01/2025),1324,1324,100%,1296
AssentDataEnerSys,2025-03-16,EU REACH SVHC,(01/2025),2342,2342,100%,1018
AssentDataEnerSys,2025-03-23,EU REACH SVHC,(01/2025),2976,2976,100%,634
AssentDataEnerSys,2025-03-30,EU REACH SVHC,(01/2025),3818,3818,100%,842
AssentDataEnerSys,2025-04-06,EU REACH SVHC,(01/2025),4294,4294,100%,476
AssentDataEnerSys,2025-04-13,EU REACH SVHC,(01/2025),4894,4894,100%,600
AssentDataEnerSys,2025-04-20,EU REACH SVHC,(01/2025),5848,5848,100%,954
AssentDataEnerSys,2025-04-27,EU REACH SVHC,(01/2025),6288,6288,100%,440
AssentDataEnerSys,2025-05-04,EU REACH SVHC,(01/2025),6575,6575,100%,287
AssentDataEnerSys,2025-05-11,EU REACH SVHC,(01/2025),6741,6741,100%,166
AssentDataEnerSys,2025-05-18,EU REACH SVHC,(01/2025),6876,6876,100%,135
AssentDataEnerSys,2025-05-25,EU REACH SVHC,(01/2025),6851,6851,100%,-25
AssentDataEnerSys,2025-06-01,EU REACH SVHC,(01/2025),6923,6923,100%,72
AssentDataEnerSys,2025-06-08,EU REACH SVHC,(01/2025),7129,7129,100%,206
AssentDataEnerSys,2025-06-15,EU REACH SVHC,(01/2025),7340,7340,100%,211
AssentDataEnerSys,2025-06-22,EU REACH SVHC,(01/2025),7419,7419,100%,79
AssentDataEnerSys,2025-06-29,EU REACH SVHC,(01/2025),7419,7419,100%,0
AssentDataEnerSys,2025-07-06,EU REACH SVHC,(01/2025),7372,7372,100%,-47
AssentDataEnerSys,2025-07-13,EU REACH SVHC,(01/2025),7445,7445,100%,73
AssentDataEnerSys,2025-07-20,EU REACH SVHC,(01/2025),7366,7366,100%,-79
AssentDataEnerSys,2025-07-27,EU REACH SVHC,(01/2025),7742,7742,100%,376
AssentDataEnerSys,2025-08-03,EU REACH SVHC,(01/2025),7764,7764,100%,22
AssentDataEnerSys,2025-08-10,EU REACH SVHC,(01/2025),7778,7778,100%,14
AssentDataEnerSys,2025-08-17,EU REACH SVHC,(01/2025),7735,7735,100%,-43
AssentDataEnerSys,2025-08-24,EU REACH SVHC,(01/2025),7805,7805,100%,70
AssentDataEnerSys,2025-08-31,EU REACH SVHC,(01/2025),7868,7868,100%,63
AssentDataEnerSys,2025-09-07,EU REACH SVHC,(01/2025),7886,7886,100%,18
AssentDataEnerSys,2025-09-14,EU REACH SVHC,(01/2025),7953,7953,100%,67
AssentDataEnerSys,2025-09-21,EU REACH SVHC,(01/2025),8350,8350,100%,397
AssentDataEnerSys,2025-09-28,EU REACH SVHC,(01/2025),8355,8355,100%,5
AssentDataEnerSys,2025-10-05,EU REACH SVHC,(01/2025),8280,8279,100%,-76
AssentDataEnerSys,2025-10-12,EU REACH SVHC,(01/2025),8256,8255,100%,-24
AssentDataEnerSys,2025-10-19,EU REACH SVHC,(01/2025),8297,8296,100%,41
AssentDataEnerSys,2025-10-26,EU REACH SVHC,(01/2025),8335,8334,100%,38
AssentDataEnerSys,2025-11-02,EU REACH SVHC,(01/2025),8452,8451,100%,117
AssentDataEnerSys,2025-11-09,EU REACH SVHC,(01/2025),8321,8320,100%,-131
AssentDataEnerSys,2025-11-16,EU REACH SVHC,(01/2025),8304,8303,100%,-17
AssentDataEnerSys,2025-11-23,EU REACH SVHC,(01/2025),8262,8261,100%,-42
AssentDataEnerSys,2025-11-30,EU REACH SVHC,(01/2025),8529,8528,100%,267
AssentDataEnerSys,2025-12-07,EU REACH SVHC,(01/2025),8494,8493,100%,-35
AssentDataEnerSys,2025-12-14,EU REACH SVHC,(01/2025),8673,8672,100%,179
AssentDataEnerSys,2025-12-21,EU REACH SVHC,(01/2025),8707,8706,100%,34
AssentDataEnerSys,2025-12-28,EU REACH SVHC,(01/2025),8727,8726,100%,20
AssentDataEnerSys,2026-01-04,EU REACH SVHC,(01/2025),8748,8747,100%,21
AssentDataEnerSys,2025-03-09,TSCA Restrictions,12/2024,52024,1250,2.4%,NULL
AssentDataEnerSys,2025-03-16,TSCA Restrictions,12/2024,51006,2225,4.4%,975
AssentDataEnerSys,2025-03-23,TSCA Restrictions,12/2024,50372,3175,6.3%,950
AssentDataEnerSys,2025-03-30,TSCA Restrictions,12/2024,49522,3218,6.5%,43
AssentDataEnerSys,2025-04-06,TSCA Restrictions,12/2024,49046,3664,7.5%,446
AssentDataEnerSys,2025-04-13,TSCA Restrictions,12/2024,48446,4354,9%,690
AssentDataEnerSys,2025-04-20,TSCA Restrictions,12/2024,47492,5320,11.2%,966
AssentDataEnerSys,2025-04-27,TSCA Restrictions,12/2024,47052,5487,11.7%,167
AssentDataEnerSys,2025-05-04,TSCA Restrictions,12/2024,46765,5569,11.9%,82
AssentDataEnerSys,2025-05-11,TSCA Restrictions,12/2024,46599,5607,12%,38
AssentDataEnerSys,2025-05-18,TSCA Restrictions,12/2024,46464,5536,11.9%,-71
AssentDataEnerSys,2025-05-25,TSCA Restrictions,12/2024,46489,5897,12.7%,361
AssentDataEnerSys,2025-06-01,TSCA Restrictions,12/2024,46417,6077,13.1%,180
AssentDataEnerSys,2025-06-08,TSCA Restrictions,12/2024,46211,6032,13.1%,-45
AssentDataEnerSys,2025-06-15,TSCA Restrictions,12/2024,46000,6122,13.3%,90
AssentDataEnerSys,2025-06-22,TSCA Restrictions,12/2024,45921,6088,13.3%,-34
AssentDataEnerSys,2025-06-29,TSCA Restrictions,12/2024,45921,6172,13.4%,84
AssentDataEnerSys,2025-07-06,TSCA Restrictions,12/2024,45968,6248,13.6%,76
AssentDataEnerSys,2025-07-13,TSCA Restrictions,12/2024,45895,6496,14.2%,248
AssentDataEnerSys,2025-07-20,TSCA Restrictions,12/2024,45974,6601,14.4%,105
AssentDataEnerSys,2025-07-27,TSCA Restrictions,12/2024,45598,6828,15%,227
AssentDataEnerSys,2025-08-03,TSCA Restrictions,12/2024,45576,6837,15%,9
AssentDataEnerSys,2025-08-10,TSCA Restrictions,12/2024,45562,6840,15%,3
AssentDataEnerSys,2025-08-17,TSCA Restrictions,12/2024,45605,6904,15.1%,64
AssentDataEnerSys,2025-08-24,TSCA Restrictions,12/2024,45535,6852,15%,-52
AssentDataEnerSys,2025-08-31,TSCA Restrictions,12/2024,45472,6857,15.1%,5
AssentDataEnerSys,2025-09-07,TSCA Restrictions,12/2024,45454,7429,16.3%,572
AssentDataEnerSys,2025-09-14,TSCA Restrictions,12/2024,45387,7373,16.2%,-56
AssentDataEnerSys,2025-09-21,TSCA Restrictions,12/2024,44990,7154,15.9%,-219
AssentDataEnerSys,2025-09-28,TSCA Restrictions,12/2024,44985,7233,16.1%,79
AssentDataEnerSys,2025-10-05,TSCA Restrictions,12/2024,45060,7332,16.3%,99
AssentDataEnerSys,2025-10-12,TSCA Restrictions,12/2024,45084,7361,16.3%,29
AssentDataEnerSys,2025-10-19,TSCA Restrictions,12/2024,45043,7320,16.3%,-41
AssentDataEnerSys,2025-10-26,TSCA Restrictions,12/2024,45005,7285,16.2%,-35
AssentDataEnerSys,2025-11-02,TSCA Restrictions,12/2024,44888,7176,16%,-109
AssentDataEnerSys,2025-11-09,TSCA Restrictions,12/2024,45019,7314,16.2%,138
AssentDataEnerSys,2025-11-16,TSCA Restrictions,12/2024,45036,7340,16.3%,26
AssentDataEnerSys,2025-11-23,TSCA Restrictions,12/2024,45078,7405,16.4%,65
AssentDataEnerSys,2025-11-30,TSCA Restrictions,12/2024,44811,7731,17.3%,326
AssentDataEnerSys,2025-12-07,TSCA Restrictions,12/2024,44846,7804,17.4%,73
AssentDataEnerSys,2025-12-14,TSCA Restrictions,12/2024,44667,7664,17.2%,-140
AssentDataEnerSys,2025-12-21,TSCA Restrictions,12/2024,44633,7712,17.3%,48
AssentDataEnerSys,2025-12-28,TSCA Restrictions,12/2024,44613,7692,17.2%,-20
AssentDataEnerSys,2026-01-04,TSCA Restrictions,12/2024,44592,7675,17.2%,-17
AssentDataFlir,2025-02-09,EU REACH SVHC,(01/2025),8843,41,0.5%,NULL
AssentDataFlir,2025-02-16,EU REACH SVHC,(01/2025),8843,59,0.7%,18
AssentDataFlir,2025-02-23,EU REACH SVHC,(01/2025),8843,57,0.6%,-2
AssentDataFlir,2025-03-02,EU REACH SVHC,(01/2025),8843,294,3.3%,237
AssentDataFlir,2025-03-09,EU REACH SVHC,(01/2025),160,160,100%,-134
